feature_x,z_spurious,trend,noise,target
0.5616815035399984,0.7966443150571367,0.17586145854179527,0.3482862476668184,4.152102643816378
-0.2921303468119113,-0.6679265357626768,0.009112152326837599,0.28332359253566647,-1.819537676479455
1.3043855122236083,1.2388265010481156,-0.1799644776569825,-0.9365198458054912,7.065411748447456
3.2823748857377537,3.2740428810614866,-0.08874889290556026,0.5795842217637382,17.819639803012237
-1.1517359310870852,-1.1485541994071589,0.07357194346890773,-1.490082675576618,-3.9870463393626783
-0.17199027697469577,-0.13589106575907953,0.36994443856704134,-0.6541843257603286,-1.4014119502382034
1.8062298152133953,1.928317779175294,-0.08930204917038848,-1.9990878128978078,13.365615127413028
1.2199271821239124,1.2128456943148422,0.16970967675249157,1.5586265169628146,8.245961077288495
-1.1830856930956766,-1.2566973495244127,-0.055608789510195725,-0.23154949394529548,-6.0530472454875515
1.4017835002075485,1.3202656312756094,0.033346564380527965,2.1668840348163116,7.433610387735922
-0.91551995928649,-1.037823119694161,0.31558247563416386,0.802949926519495,-5.2076797410974205
-1.634241034068657,-1.476732369203284,0.16661195464367654,0.44809821335102445,-7.01586039105181
-0.008572019776439344,-0.13787771567174226,-0.23325610361045696,-0.5862276942809993,1.1273140161056268
-3.7272204845418924,-3.5578662627402435,-0.0982409412464392,-1.04635003568742,-20.775988768241074
-3.4893693359583438,-3.4855695195063694,0.2687486449822953,0.5229715738969453,-19.281390429171303
-1.4141371132998186,-1.5183880746710445,0.047130297197867106,-0.07151400927298215,-6.381421970513972
-2.266079135424837,-2.14239769227601,-0.20976302267286015,-1.339270315485301,-12.228856027000896
0.9765786637701923,0.8310878788255687,-0.14253517516628708,-1.5168584165083185,4.130856528012592
-2.0748944374770293,-1.9472576293313868,0.16320433094883602,-0.9587037291435838,-9.704306907114589
-2.8686530246851194,-2.8261078004467626,0.22263799522827224,1.8209672252662306,-15.17855379840465
4.01626583188338,3.8970008940649956,0.0285773118593256,2.213277918011304,18.184484490911387
-1.163393919415033,-1.0576669563481211,0.5213193243282557,0.20498914730890982,-4.901692630282978
-0.7908649564114816,-0.6815470112737538,0.1923373494103075,0.1489427962412884,-2.9409485145758527
-2.4577015400276103,-2.2261976188656187,-0.019939024629255748,-0.33632037182952107,-14.972190897857741
-1.428086979697417,-1.2348575772155577,-0.1331337077444,-0.9344853483095023,-8.575431894835184
0.06272641554842204,0.16098121969367862,-0.16371904647419488,1.375179057607244,0.6742974063476252
-2.6925653439101627,-2.9180835341519153,0.09959239112783184,1.873576393897136,-14.403634828422657
0.6214959663075876,1.1112133639423991,-0.06399696937277889,-0.8934190858392855,3.7729306190493417
-0.4020083237894393,-0.6827315660038014,0.369757502984732,-0.08283837842460157,-5.021779050403604
-0.1823232702774939,0.007529364578967912,0.3295214253497635,-0.4498663007101679,-1.9639826332128458
-0.7723014685153053,-0.6860447051380456,0.16412268684378156,-0.42023907486497714,-5.532895605753064
2.996442841121553,2.76161436662533,-0.1970395446688985,1.1859082554298621,19.001695928503644
-0.6025713177523024,-0.6274315055280023,-0.09443377200985585,-1.3119615453661218,-1.1695216460737643
-3.534961187654514,-3.550711764903442,0.2923958202269899,0.46646969093630625,-15.500765406237903
1.240399413665001,1.5015159568271057,-0.07010261230210617,0.7282381073058656,7.670615911180342
-1.9633357067492152,-2.1059978868052576,0.26818928701896366,-0.14215117360181917,-11.001535172472611
0.6762004478836963,0.6238114465988255,0.1399320374201555,0.8930678269867728,2.2964016797549553
-4.030096879235613,-4.497310800239865,0.0566051423539853,0.14765184053745017,-22.59042057188755
-2.6675222396558875,-2.3205696810311722,-0.09305468461759585,1.2171299211561122,-14.685388513404346
0.04927970045054425,-0.16481394815347,0.029913421842686583,-1.5222053049258542,2.25916433515781
1.579312601191713,1.644694774039548,0.08794209410076104,-0.3487752610068693,8.329101250117148
0.7256757021202485,0.7053941361758757,0.2577705953641503,-0.0718131428510346,2.9422458907059568
-1.0392399584817174,-1.0588401518383854,-0.12463399184468041,-2.672207384471349,-4.4169164654422595
-0.4523835472599035,-0.2904111502857285,0.0012000723549920253,-1.0859527335785348,-2.3897043270909655
-2.490826545257521,-2.156574053196794,0.06397837982481654,-0.8135992543587863,-14.388501460445024
-1.647238561271102,-1.5969398272827036,0.18879973755373708,0.9482059948233497,-8.146399125086894
-0.5709272358592832,-0.439911632333178,-0.12417848890990671,-0.7068433463146004,-4.330585898800468
3.521571674674108,3.587349982019516,-0.20454926740464985,-0.8180789873059771,15.496972770930398
0.6350651826434769,0.8385714674296022,0.19480803409294767,0.8174857806561917,2.9767258705702524
-3.329426785722806,-3.4220100616200715,-0.2423245066602584,-1.6179106457900545,-18.76154488310162
0.2791393969588942,0.494217507842177,0.3195115718596605,-2.071244067443572,1.9176343732114067
-0.6795389795316079,-0.4574390064021311,0.03258072198878975,-0.36159230006934645,-4.55273659330105
-1.1237081881207656,-0.9072007863841836,-0.2444899623913734,-1.4477067680783553,-6.967579924347428
1.320773747816805,1.1887441743495097,-0.029817477239038437,-1.409679294659649,6.776124600062646
1.5521513851374735,1.5184838582900353,0.1433416058336524,0.5734337916879819,9.542462503481199
1.9657411238951226,2.0136345216512095,-0.037773025713046054,0.8759738379125791,10.786846265686492
-0.9473370770864586,-1.2215054860522598,0.07402345414096352,0.7888642158521251,-6.9985749462974285
-0.3941068694451655,-0.07512282782796253,0.21928349009529588,1.1087766603072329,-2.8724605028471286
