date,mood,target,feature_activity,feature_sleep,feature_stress
2025-01-01,0.12715784398970825,0.12715784398970825,0.10256904468142028,1.4018908824849983,0.9864633879816519
2025-01-02,1.4018908824849983,1.4018908824849983,1.2257443565509067,0.31481498673474084,0.755991617799288
2025-01-03,0.31481498673474084,0.31481498673474084,0.1992940500876363,-0.8584491643464739,0.9333606988110208
2025-01-04,-0.8584491643464739,-0.8584491643464739,-0.835888795476963,-0.2661344367670474,0.07531404215687935
2025-01-05,-0.2661344367670474,-0.2661344367670474,-0.22392796196330522,-0.6489007096070148,0.6170961971157439
2025-01-06,-0.6489007096070148,-0.6489007096070148,-0.6137113924947609,1.5662675689381498,1.1159002814980286
2025-01-07,1.5662675689381498,1.5662675689381498,1.7632066732830889,-2.0913701906113857,-0.41772527505468016
2025-01-08,-2.0913701906113857,-2.0913701906113857,-2.1853922411721456,1.4563280637366876,-0.3845056051827809
2025-01-09,1.4563280637366876,1.4563280637366876,1.5600522902740486,0.9452934153986031,0.42696680718514984
2025-01-10,0.9452934153986031,0.9452934153986031,0.8568760300281162,-0.4002011938520152,-1.0502238028817228
2025-01-11,-0.4002011938520152,-0.4002011938520152,-0.4426900599542926,0.3152273040378285,-1.4455008254973396
2025-01-12,0.3152273040378285,0.3152273040378285,0.29598340102442233,-1.1100608340709044,-0.6776638746651453
2025-01-13,-1.1100608340709044,-1.1100608340709044,-1.110016769161616,-0.5848215252571302,0.4822699960812108
2025-01-14,-0.5848215252571302,-0.5848215252571302,-0.6773418934454879,-0.18840956406753928,-0.10036853686832914
2025-01-15,-0.18840956406753928,-0.18840956406753928,-0.12033544413147781,0.8130236490506475,-0.40897037605483255
2025-01-16,0.8130236490506475,0.8130236490506475,0.7265303984937627,-0.1613047164149997,1.6064248201903217
2025-01-17,-0.1613047164149997,-0.1613047164149997,-0.00018933385206487685,1.6008715506982552,-0.030472161742325712
2025-01-18,1.6008715506982552,1.6008715506982552,1.6906950436192485,0.9843425751086617,0.463426652357855
2025-01-19,0.9843425751086617,0.9843425751086617,1.0089220823266472,-0.8354473728436802,-0.9039861571646386
2025-01-20,-0.8354473728436802,-0.8354473728436802,-0.9785192443383559,-0.1866493399242076,-0.22181428785716184
2025-01-21,-0.1866493399242076,-0.1866493399242076,-0.030596475034275122,-0.8580670735980284,0.5366080823924512
2025-01-22,-0.8580670735980284,-0.8580670735980284,-0.829980209047537,-0.759778159030655,1.2099352928956153
2025-01-23,-0.759778159030655,-0.759778159030655,-0.7519488010049475,-1.51205423953435,-0.11895971083716003
